Id,Name,Description,Participation,Location,Add,Region,Town,Tel,Org,Start,End,Cycle,Noncycle,Website,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Px,Py,Class1,Class2,Map,Travellinginfo,Parkinginfo,Charge,Remarks
C2_315080000H_081064,2023南庄花卉節,南庄鄉為國家級觀光旅遊休閒勝地，有「花園山城」美稱，民國105年（西元2016年）獲選為國際慢城，列為國內4座國際慢城之一，人稱「好山好水在南庄」。南庄因環境氣候自然天成，適合花卉等農作物生長，近年來則逐漸興起休閒農業，設立許多特色民宿，極適合發展觀光休閒產業。本處首年於民國108年（西元2019年）舉辦南庄恆浪漫繡球花節打響南庄花卉節的品牌知名度，以代表希望、忠貞、圓滿的『繡球花』為主軸，打造村村有花卉之意象;第二年融入其他花卉為輔，擴大舉辦，營造南庄百花巷弄，建立「南庄花卉節」的品牌意涵，讓旅遊與在地資源深度連結，營造「最美的南庄」，奠定活動品牌價值。第三年透過結合地景的裝置藝術，在疫情依舊肆虐的時代，傳遞國內在地旅遊能量，並且形塑地區生態觀光特色。並邀請知名國內藝術家至此設置裝置作品，結合在地地景特色，透過多元觀點與特色媒材，挖掘與展現花卉藝術的可能性，吸引外地人潮至的南庄與獅頭山地區時，也提升鄉鎮城市的品牌包裝形象。經過三年度舉辦，南庄鄉民紛以南庄花卉節為榮，產生自發性行銷、維護花卉等感動行為，活動結束後，持續由協會、業者、居民線地認養，活動不只是煙火式綻放美麗，而是由地方接力繼續呵護，南庄村民用愛讓花卉得以運用另一種方式延續生命力，達到永續綠美化的環境循環價值，奠定強大鏈結力。,,苗栗縣 南庄鄉,南庄鄉,苗栗縣,南庄鄉,,交通部觀光局參山國家風景區管理處,2023/04/29 00:00:00,2023/05/28 00:00:00,,,https://www.trimt-nsa.gov.tw/news/latest-news/detail?id=f80a0aae-62a7-4752-9b27-084243d4c9e4,https://www.taiwan.net.tw/att/event/656e8d19-e2f2-43dd-ab8c-c5095c0a29c5.jpg,花卉編織藝術，打造花卉天空,https://www.taiwan.net.tw/att/event/99857e1f-2f68-49c1-b359-c311d7923068.jpg,老屋六號咖啡參與花卉布置,https://www.taiwan.net.tw/att/event/787e27b1-0497-4ac7-a430-e06174ca2a6c.jpg,喔熊組長走訪南庄情人巷,121.000355,24.595344,01,02,,,,,
C2_315080000H_081065,2023阿里山四季茶旅活動,阿里山四季茶旅活動係藉由培訓在地茶旅達人、茶旅體驗環境氛圍營造及行銷推廣活動，推廣阿里山好茶及多元品茗情境；四季茶會活動以二十四節氣為主題，結合在地茶旅達人司茶，伴著阿里山自然地景風貌（如：櫻花、螢火蟲、瀑布、竹林、森林、黃頭鷺、紫藤、雲瀑等），山林芬多精，品茗阿里山優質茶湯滋味；本計畫並將旅遊動線串連到產地製茶體驗、旅宿及品茗，開發多元茶品、茶輕食、茶文創商品，並搭配本處阿里山日產業展及國際旅展等聯合行銷茶旅遊程，提供國人與國際人士預約體驗深度茶之旅，形塑專屬阿里山茶文化體驗觀光品牌，促進阿里山茶文化、生態、產業等在地創生及深耕，活絡阿里山在地觀光產業，創造阿里山茶旅觀光產業整體效益與產值。    春季茶會：2023.04.22 - 2023.04.23    夏季茶會：2023.07.22    秋季茶會：2023.09    冬季茶會：活動日期未定,,嘉義縣 番路鄉,二延平步道,嘉義縣,番路鄉,,交通部觀光局阿里山國家風景區管理處,2023/04/01 00:00:00,2023/12/31 00:00:00,春季4/22-4/23、夏季7/22、秋季9月,,,https://www.taiwan.net.tw/att/event/1865b1a1-b85c-4284-8282-ea6935693344.jpg,以在地花卉迎賓,https://www.taiwan.net.tw/att/event/37e02b28-cedd-48a0-a90b-4f7294ed23ee.jpg,國際交流,https://www.taiwan.net.tw/att/event/61e78c8c-d3b0-44e2-878c-28880dff071c.jpg,採茶體驗,120.650850,23.417580,01,02,,,,,
C2_315080000H_081066,一見雙雕藝術季,「一見雙雕藝術季」活動是南臺灣每年暑假期間盛大的雕塑藝術展演活動，活動主要於臺南市七股區的七股鹽山、七股遊客中心及將軍區馬沙溝等地方，展出以雲嘉南在地素材，包括鹽、海沙、漂流木等等材料，所雕塑創作的藝術品，甚至南臺灣炙熱的陽光，都是藝術家豐富創意裡可創作的元素。不僅創作元素取材自在地，「一見雙雕藝術季」的重要雕塑主角&ndash;鹽雕展，也是目前臺灣獨一無二的展示，藉由鹽雕再結合其他不同材料的雕塑作品，提供遊客每年不同感受的一見雙雕體驗。此外活動也結合年度觀光主題，包括小鎮旅遊、自行車旅遊等，推出假日系列活動，鼓勵親子、好友來到濱海小鎮一覽濱海美景，豐富的活動內容，每年均吸引超過十萬人次遊客前往觀賞。自民國101年（西元2012年）起創辦全臺獨一無二的「一見雙雕藝術季」，希望透過創新手法、強而有力行銷，達到吸引國、內外旅客造訪，奠定活動節慶品牌地位，同時更形成觀光與藝術兼容並蓄的新氣象，並為濱海遊樂注入新風潮，再創產業新契機。為強化西南濱海獨有的鹽業文化風情，自民國108年（西元2019年）起轉型為「鹽雕+光雕」，結合靜態「鹽雕」作品展、動態影音「光雕」秀等吸睛工藝手法，打造鹽業文化絢麗的視覺藝術饗宴。民國110年（西元2021年）進一步嘗試結合在地的「鹽」與「漂流木」兩種材料，以永續再生的環保理念，規劃鹽雕與漂流木雕地景藝術展，將雲嘉南在地特色與藝術融為一體，為遊客獻上一場不同以往的一見雙雕藝術饗宴。,,臺南市 七股區,七股鹽山,臺南市,七股區,,交通部觀光局雲嘉南濱海國家風景區管理處,2023/11/01 00:00:00,2023/12/31 00:00:00,2023年時間未定,,https://swcoast-nsa.travel/zh-tw,https://www.taiwan.net.tw/att/event/51db4ec8-b6cf-4889-92ce-037533ea5724.jpg,鹽雕-招潮蟹,https://www.taiwan.net.tw/att/event/fcb4cd3b-c0ce-4dcd-8ee0-e24daeafa929.jpg,鹽雕-喔熊,https://www.taiwan.net.tw/att/event/d5c90667-2d22-403a-bfdc-70e32b193498.jpg,鹽雕,120.099998,23.154125,01,02,,,,,
C2_315080000H_081067,2023南島族群婚禮,2024南島族群婚禮報名網址本處轄區位於高屏山麓，在轄管的6個鄉區中，有5個鄉區為原住民地區，族群包含魯凱、排灣、布農及拉阿魯哇族等，呈現多元的原住民文化特色。為推廣本轄特有的原住民文化，帶動部落觀光發展，希望藉由「南島族群婚禮活動」之辦理，以原住民傳統婚禮為主軸，原鄉文化觀光組織為核心，運用觀光行銷手法，將婚禮活動包裝為具有文化特色的觀光活動，並以系列活動引導遊客漫遊高屏山麓，感受幸福原鄉。本婚禮主活動為排灣族、魯凱族的傳統貴族婚禮，其求婚、送採薪禮、豎鞦韆架、下聘、成婚等古禮儀式是排灣族、魯凱族獨特的文化，讓參與活動的新人們可以深度體驗原住民族傳統文化及婚禮，在部落族人及耆老共同見證下，遵循部落古禮完成人生大事，並藉觀光活動及套裝遊程的推動，讓遊客對於原住民文化有更多的了解與尊重。    開幕記者會：3/17 三地門鄉公所前廣場    Kinisenayan星空音樂會：3/18 三地門鄉地磨兒藝術公園    新人之夜：3/24 三地門鄉中山公園    排灣族貴族傳統婚禮：3/25 三地門鄉地磨兒藝術公園    TAZUA的婚禮─傳統婚禮服飾與現代轉譯特展：3/1-5/31 三地門鄉文化館    南島市集派對：3月每週六、日，共8日 禮納里遊客中心前廣場    3/4、3/5、3/11、3/12、3/18、3/19、3/25、3/26,,屏東縣 三地門鄉,三地門鄉公所前廣場,屏東縣,三地門鄉,,交通部觀光局茂林國家風景區管理處,2023/03/04 00:00:00,2023/05/31 00:00:00,,,https://www.maolin-nsa.gov.tw/index.html,https://www.taiwan.net.tw/att/event/722cdd0f-9b45-4241-9d76-fb8d74ee1e6e.jpg,南島族群婚禮-抬轎,https://www.taiwan.net.tw/att/event/d211f6ac-f189-45cf-aff2-683925984b5d.jpg,南島族群婚禮 主婚日,https://www.taiwan.net.tw/att/event/cdd81f24-c9f4-401a-8e08-7c352e1d8978.jpg,南島族群婚禮-新人交杯,120.654130,22.716201,01,02,,,,,
C2_315080000H_081068,臺北白晝之夜,「Nuit Blanche 白晝之夜」是全球的夜間城市藝術祭，民國91年（西元2002年）創始於法國巴黎，在10月第一個週六跨夜舉行。「白晝之夜」根基於「都市創新」及「公共空間設計」兩大核心概念，為市民提供親近藝術及城市的場域。「白晝之夜」有三大特色：「跨夜舉辦」、「免費參加」及「公民參與」，透過多樣化的藝術作品及演出安排，讓人自然接觸藝術，自由穿梭於城市空間之中。「白晝之夜」打破大眾娛樂與純藝術的界線，作品橫跨劇場、馬戲、舞蹈、音樂、行為藝術、新媒體藝術等不同領域，讓跨文化、跨世代的多樣美學交錯混融。「白晝之夜」在城市中塑造獨特的交流共享環境，透過藝術轉化都市空間，讓整個臺北市化身一夜限定的大型美術館。,,臺北市 士林區,士林官邸公園,臺北市,士林區,,臺北市政府文化局,2023/10/01 00:00:00,2023/10/31 00:00:00,2023年時間未定,,,https://www.taiwan.net.tw/att/event/dc9cac41-e045-4c45-9576-767e0f6c398f.jpg,藝術百草圖作品《鳥日子 》／孫瑞鴻,https://www.taiwan.net.tw/att/event/cb0ebe57-e115-4002-b5ce-b8146b7f78a5.jpg,臺北白晝之夜於臺北流行音樂中心戶外廣場進行表演,https://www.taiwan.net.tw/att/event/f567612d-8c14-4c62-ab4d-9eeac29b11c1.jpg,作品《章魚入侵 》／Filthy Luker,121.529164,25.091379,01,02,,,,,
C2_315080000H_081069,2023臺北馬拉松,臺北馬拉松自民國75年（西元1986年）首次舉辦，活動訂於每年12月第3週週日舉行，為臺北市年度重要國際運動賽事。臺北馬拉松自舉辦以來經過多年的努力，參賽選手水平逐漸提升，賽事也將朝向更加專業的菁英化領域邁進，並長期積極與國際接軌，以期提升賽事品質，除原有的國際馬拉松總會（AMIS）賽道認證之外，並已取得世界田徑總會（WA）菁英標籤認證，成為臺灣第一個取得標籤認證的「市區馬拉松」賽事，並成為國內規模最大及國際選手最多的馬拉松賽，每年吸引國內外許多菁英好手齊聚。,,臺北市 信義區,臺北市市民廣場,臺北市,信義區,,臺北市政府,2023/12/17 00:00:00,2023/12/17 00:00:00,,,https://www.taipeicitymarathon.com/,https://www.taiwan.net.tw/att/event/d24b54a1-cabb-4085-a3c7-6d3e349e72d4.jpg,依據世界田徑總會報導，2020臺北馬拉松為新冠肺炎疫情後2020年世界上規模最大的群聚性體育活動,https://www.taiwan.net.tw/att/event/4b1ff3b8-038a-447a-9af9-0083c76937f6.jpg,跑者們「勇感呼吸」奔馳於臺北市賽道上,https://www.taiwan.net.tw/att/event/1fdf835c-1d8d-47d5-a733-360ba568868c.jpg,半馬跑者於臺北華爾街（南京東路）做最後衝刺邁向終點線,121.563130,25.037921,01,02,,,,,
C2_315080000H_081070,臺北最HIGH新年城-跨年晚會,民國108年（西元2019年）國際知名媒體CNN將臺北跨年評為「全球十大跨年景點之一」，故以「一生必去 亞洲必遊」為活動目標及核心價值，將「臺北最HIGH新年城-跨年晚會」打造成亞洲最具吸引力之活動品牌，提升臺北國際能見度，吸引大量國內外旅客來臺朝聖，創造龐大觀光經濟效益。每年晚會於12月31日晚間7時至隔年1月1日凌晨1時於臺北市政府前市民廣場舉辦大型展演活動，邀請國內外知名藝人及表演團體輪番表演，並搭配101新年大秀，在五光十色的燈光煙火秀下，與全世界民眾一起倒數迎向新年到來。,,臺北市 信義區,臺北市市民廣場,臺北市,信義區,,臺北市政府觀光傳播局、台北101,2023/12/31 00:00:00,2024/01/01 00:00:00,,,,https://www.taiwan.net.tw/att/event/617ea19c-0894-4f18-8153-ec096d6485b1.jpg,CNN評臺北跨年為「全球十大跨年景點之一」,https://www.taiwan.net.tw/att/event/d04cfb19-9fc9-4068-9b40-a9e3d8bb9d9e.jpg,跨年活動在市區佈置燈飾裝置藝術，圖為2021跨年前期活動信義區微笑方舟裝置物,https://www.taiwan.net.tw/att/event/41074f09-0066-494b-a746-3afde103fa2b.jpg,跨年活動前期系列活動，自11月底起為跨年晚會暖身，圖為2021跨年大同區永樂廣場市集,121.563130,25.037921,01,02,,,,,
C2_315080000H_081071,新北歡樂耶誕城,新北歡樂耶誕城自民國100年（西元2011年）開辦以來，每年活動持續創新及與國際接軌，邀請到國際頂尖光雕團隊合作，不斷突破光雕主燈秀光影藝術巔峰，透過新科技導入及融入藝術，與國內外知名企業、藝術家或在地學校合作，讓主燈、燈飾設計層次提升，相關系列活動極富含特色與國際魅力，不斷帶給大眾創新與驚喜的感受，使本活動屢獲眾多國際媒體報導，不僅讓國人能夠免出國就能體驗國際級的燈影藝術，更讓國外的朋友能因為這個活動而感受臺灣特有的節慶氛圍，一睹絕美震撼的節慶國際饗宴。,,新北市 板橋區,新北市市民廣場,新北市,板橋區,,新北市政府,2023/11/01 00:00:00,2024/01/31 00:00:00,2023年時間未定,,,https://www.taiwan.net.tw/att/event/ad361c2a-2a7f-486e-be9e-e08e7b03eaa4.jpg,臺灣唯一全場域特效燈光連動3D立體投影光雕秀,https://www.taiwan.net.tw/att/event/691c1e9a-372a-4687-912e-b947f0d417d3.jpg,站前廣場大型裝置物夢幻莊園,https://www.taiwan.net.tw/att/event/2a6a810d-2fb4-4203-946f-63bd22c8cf54.jpg,府中燈區大型藝術裝置物花漾,121.465536,25.012276,01,02,,,,,
C2_315080000H_081072,2023新北市平溪天燈節,新北市平溪天燈節自民國88年（西元1999年）辦理至今，多年來在地方與公部門共同努力下，天燈儼然成為臺灣重要的國際意象，這個大型節慶品牌也屢獲國際好評：除了備受CNN、Discovery、全球最大旅遊出版公司Fodor's、國家地理雜誌及The Huffington Post（赫芬頓郵報）肯定外，民國107年（西元2018年）更被全球最大旅遊網站TripAdvisor票選為「最值得推薦國際旅客的文化活動」，並獲得Reader's digest（讀者文摘）推薦「40歲前要完成的40項旅遊清單」之一，顯見天燈節除了將平溪地區在國際上的能見度再次提升，更將平溪帶向全世界！新北市平溪天燈節儼然成為臺灣在國際舞臺上的重要亮點，更因為活動的推廣，使國內、外旅客四季都能規劃造訪平溪的遊程，體驗當地獨特的天燈文化，期能藉此地方特色民俗文化，提供人們傳遞幸福心願的節慶活動，並結合地方自然與人文資源，吸引世界各地旅客深度感受臺灣之美，亦持續推廣國際觀光，創造更多旅遊商機。,,新北市 平溪區,南山坪136號,新北市,平溪區,,新北市政府觀光旅遊局,2023/02/05 00:00:00,2023/02/11 00:00:00,2023/02/05、02/11,,,https://www.taiwan.net.tw/att/event/ceb08c83-cb64-4f57-a593-079676aba8ae.jpg,平溪場活動-20呎鼠年主燈,https://www.taiwan.net.tw/att/event/25f9b177-033c-457a-919b-822753745faf.jpg,平溪場活動-眾人齊望天燈冉冉上升,https://www.taiwan.net.tw/att/event/48019830-c1fd-463c-a8a3-fb53f638cb52.jpg,十分場活動-20呎媽祖主燈,121.782574,25.046794,01,02,,,,,
C2_315080000H_081073,新社花海暨臺中國際花毯節,新社花海暨臺中國際花毯節為中部地區最盛大的花卉慶典，逐年淬煉成為全臺首屈一指、具品牌知名度的花卉與休閒農業活動。推廣花卉產業是中臺灣的在地特色，藉由花卉裝置藝術、社區及在地產業協作，串連花草、農特產、觀光休閒等臺中特色產業，活絡地方商機，提升在地產業量能，深化社區營造，促進地方自立永續發展，帶動山城區域觀光產業鏈更加緊密，吸引各地及國際遊客參觀。,,臺中市 新社區,行政院農業委員會種苗改良繁殖場第二苗圃,臺中市,新社區,,臺中市政府、行政院農業委會種苗改良繁殖場,2023/12/01 00:00:00,2023/12/31 00:00:00,2023年時間未定,,,https://www.taiwan.net.tw/att/event/9bc7d3d6-83b3-4cbb-9c5c-eb467a0c6772.jpg,臺中國際花毯節-新社花海一景,https://www.taiwan.net.tw/att/event/e59b6b96-1cc3-477e-a601-20a9b24d4b14.jpg,臺中國際花毯節-主花毯「勇氣之心」紅心皇后,https://www.taiwan.net.tw/att/event/d850fea4-6d2a-4d01-b5ca-22cd11cb9db1.jpg,臺中國際花毯節-主花毯「勇氣之心」愛莉絲,120.805992,24.203259,01,02,,,,,
C2_315080000H_081074,田中馬拉松,「台灣米倉田中馬拉松 Taiwan's Rice Heaven－Tianzhong Marathon」自民國101年（西元2012年）開辦，打響國內外知名度，廣受國內外跑者民眾喜愛，並評價為臺灣經典賽事前三名，為國內外跑者來台指定參與賽事。,,彰化縣 田中鎮,景崧文化教育園區,彰化縣,田中鎮,,彰化縣政府、中華民國舒康樂活運動協會、彰化縣馬拉松路跑協會,2023/11/01 00:00:00,2023/11/30 00:00:00,2023年時間未定,,,https://www.taiwan.net.tw/att/event/732760a5-f7be-4705-ae8e-148300aa53ba.jpg,蓄勢待發，準備就緒,https://www.taiwan.net.tw/att/event/047dd13b-2c7f-42a7-8f0b-38c06255e8c1.jpg,奔向終點,https://www.taiwan.net.tw/att/event/108210c2-fa5a-4a3c-ba2c-bde66696cf3e.jpg,起跑盛況,120.581634,23.857378,01,02,,,,,
C2_315080000H_081075,2023雲林國際偶戲節,雲林縣政府每年舉辦「雲林國際偶戲節」與民眾共襄盛舉，以藝術與國際接軌。現今布袋戲也躍升台灣「國家意象」之代表，素有布袋戲的故鄉之稱-雲林，自民國88年（西元1999年）開始籌劃舉辦「雲林國際偶戲節」，邀請國際偶戲工作者來台表演，豐富全國觀眾的文化藝術內涵與視野，讓傳統文化藝術進入民眾的生活中，也能讓本土與外國偶戲團體互相觀摩切磋演技，增進彼此經驗交流，永續發展與創新。為保存及推動布袋戲傳統文化，將這項傳統民俗透過國際文化之交流與刺激，與「金掌獎」活動辦理，讓掌中乾坤的藝術與時俱進，讓即使不懂、不看布袋戲的人，能親近進而喜歡上布袋戲詼諧逗趣，欣賞到布袋戲精萃之美，使布袋戲偶戲文化得以傳承。,,雲林縣 虎尾鎮,雲林布袋戲館,雲林縣,虎尾鎮,,雲林縣政府,2023/09/24 00:00:00,2023/10/14 00:00:00,,,,https://www.taiwan.net.tw/att/event/9bc0bf0f-4afd-49cb-9341-431104cd2782.jpg,雲林布袋戲館,https://www.taiwan.net.tw/att/event/4bf9723d-d529-4530-a3dc-66a2ed2aee8d.jpg,雲林國際偶戲節開幕音樂會,https://www.taiwan.net.tw/att/event/83819eaa-7cbd-440e-b64b-4713c7478641.jpg,雲林國際偶戲節開幕音樂會,120.433562,23.709297,01,02,,,,,
C2_315080000H_081076,2023日月潭國際萬人泳渡,"起始於民國72年（西元1983年）的日月潭國際萬人泳渡活動，每年中秋節前後舉辦，是日月潭最具歷史與規模的活動。泳渡全程約3,000公尺，每年均吸引來自海內外四面八方上萬名游泳愛好者參加，幾乎在開放報名即迅速額滿的「日月潭萬人泳渡」嘉年華盛事，場面盛況空前。",,南投縣 魚池鄉,日月潭,南投縣,魚池鄉,,南投縣政府、中華民國成人游泳協會、埔里鎮四季早泳會,2023/09/24 00:00:00,2023/09/24 00:00:00,,,https://www.pulifourswim.tw/tw/index.php,https://www.taiwan.net.tw/att/event/32664653-b656-4e7f-bb6d-ed1b726fa3b9.jpg,萬人泳渡盛況,https://www.taiwan.net.tw/att/event/50882fb8-6e13-49dc-8d8a-f7b83de20fe3.jpg,泳渡風光,https://www.taiwan.net.tw/att/event/5caeebb0-fc57-4a9d-ab56-164edc57d959.jpg,朝霧碼頭,120.915913,23.857334,01,02,,,,,
C2_315080000H_081077,南投世界茶業博覽會,南投有八大茶區，更是台灣茶葉主要產地，活動主要透過展館搭建與展售會，提供遊客茶知識、體驗、展演。並於活動期間舉辦數場大型特色主題活動，如千人茶會、千人擂茶以及千人野餐等活動，推廣多元豐富的茶文化。,,南投縣 南投市,中興新村 中興會堂,南投縣,南投市,,南投縣政府,2023/10/01 00:00:00,2023/10/31 00:00:00,2023年時間未定,,,https://www.taiwan.net.tw/att/event/700ff267-3b42-49c0-9986-9ccc8f92774d.jpg,千人茶會盛況,https://www.taiwan.net.tw/att/event/815fa862-4a89-41ca-a4ff-fb7ea82fc652.jpg,小小泡茶師,https://www.taiwan.net.tw/att/event/15ab56ee-b458-4206-a509-5fa9eeb84272.jpg,縣長農產品行銷,120.696221,23.949292,01,02,,,,,
C2_315080000H_081078,嘉義市國際管樂節,嘉義市國際管樂節從1993年開始5校樂團表演的「音樂節」，逐漸擴大參與廣度，成為全民參與的「城市節慶活動」。於今年本活動已邁入第30屆，不僅為嘉義市最具特色的文化節慶、亦是台灣具代表性的文化活動，被交通部觀光局列為台灣國際級觀光節慶活動之一。歷年來結合重大的音樂盛會，例如，2000年辦理亞太管樂節、2011世界管樂年會、2013亞洲雙簧年會、2016亞洲薩克斯風大會，已獲得了國內外音樂界的美名與口碑，更以「聲音的城市」、「管樂城」成為全台特色。,,嘉義市 西區,中央噴水池,嘉義市,東區,,嘉義市政府,2023/12/01 00:00:00,2023/12/31 00:00:00,2023年時間未定,,,https://www.taiwan.net.tw/att/event/e527cdf7-7afa-4d0f-8cfa-9a6173809be2.jpg,嘉義市立南興國民中學管樂旗隊,https://www.taiwan.net.tw/att/event/d5947fc5-d324-4cbd-a3b9-c2eb91b5e7f0.jpg,他拉喇叭團,https://www.taiwan.net.tw/att/event/15a552d9-0515-4b60-9730-45a4900fdeed.jpg,行樂人樂團,120.449632,23.479915,01,02,,,,,
C2_315080000H_081079,2023台灣慶元宵-鹽水蜂炮,鹽水蜂炮，是元宵節轟動全台的重要觀光民俗活動。每年吸引觀光客人數，數以萬計，和「平溪天燈」有「北天燈，南蜂炮」之美稱。鹽水蜂炮起源相傳於西元1885年七、八月間，鹽水街流行霍亂、瘟疫，當時因醫藥不發達，死者日眾，居民恐慌，祈求關聖帝君解災難。關聖帝君乃於元宵夜命周倉將軍為前導，帝君神轎殿後，眾善信大德隨神轎一路燃放鞭炮，遶境大街小巷至天明，將邪魔一掃而除。自此，後代子孫每年均沿襲往例，迎請關聖帝君元宵夜出巡。這種當初單純的燃放鞭炮蛻變為「蜂炮」、「炮城」等活動，奠定今日鹽水遠近馳名的民俗特色。鹽水蜂炮的璀燦亮麗，可媲美巴西聞名世界的「嘉年華會」，元宵夜鹽水各商戶隨著神轎遶街施放蜂炮，使整個鹽水古鎮漫天震響，此起彼落，夜色中天空五光十色，聲光千變萬化，蔚為奇觀。鹽水蜂炮為臺灣重要民俗活動發展至今已將近150年，其舉辦宗旨與目的從驅逐瘟疫逐步演變至節日慶祝；活動影響範圍從鹽水擴大至全世界，成為亞洲的十大慶典、全球三大嘉年華之一，對臺灣走向國際舞台發揮重大的貢獻。,,臺南市 鹽水區,鹽水武廟,臺南市,鹽水區,,臺南市政府觀光旅遊局、鹽水武廟,2023/02/04 00:00:00,2023/02/05 00:00:00,,,,https://www.taiwan.net.tw/att/event/233c4f2c-bbc9-4abb-8d4f-9bd68badda44.jpg,銀牌獎「蜂擁而至」,https://www.taiwan.net.tw/att/event/f665f0df-aa73-4b1f-a180-350428208c43.jpg,銀牌獎「武廟盛會」,https://www.taiwan.net.tw/att/event/89c3831b-4ceb-40ed-b7ea-fe18fe71c279.jpg,銅牌獎「武廟廟庭人山人海」,120.265750,23.323839,01,02,,,,,
C2_315080000H_081080,2023臺灣國際蘭展,一年一度的臺灣國際蘭展自民國94年（西元2005年）創辦至今，每年於臺南市後壁區臺灣蘭花生物科技園區舉辦，並已成為國際花卉界年度盛事，地位與「東京蘭展」、「世界蘭展」相當，並列為三大國際蘭展。臺灣國際蘭展每年皆規劃不同主題，逐年創造話題吸引數十萬民眾前往觀賞，舉辦宗旨為促進臺灣蘭花產業發展，並藉由蘭花展示、佈景、運用及結合文創、生物科技等產品，提升民眾賞花興趣，進而帶動花卉消費習慣，促進國際交流並維持蘭花產業永續經營。,,臺南市 後壁區,臺灣蘭花生物科技園區,臺南市,後壁區,,臺南市政府、中華民國對外貿易發展協會,2023/03/04 00:00:00,2023/03/19 00:00:00,,,https://tios.tw/,https://www.taiwan.net.tw/att/event/b773a000-57fa-4979-8a6f-8afbe62420dd.jpg,入口意象,https://www.taiwan.net.tw/att/event/7da3aaf8-a24c-4a51-be4b-30807f4e8eed.jpg,主題意象-建築百年,https://www.taiwan.net.tw/att/event/f3b912ec-aa44-4194-9fc8-4cc907993da3.jpg,主題意象-湯泉百年,120.377635,23.339178,01,02,,,,,
C2_315080000H_081081,2023高雄內門宋江陣,高雄內門宋江陣自民國90年（西元2001年）起開始舉辦，由高雄市政府及內門三大廟宇共同辦理，結合民俗藝陣、地方節慶、觀光旅遊、產業經濟等元素，將原屬地方廟會活動擴大為融合表演藝術、宗教信仰與在地文化底蘊的在地嘉年華，係內門、旗山區一年一度宗教暨文化慶典盛事。,,高雄市 內門區,內門南海紫竹寺,高雄市,內門區,,高雄市政府,2023/02/25 00:00:00,2023/03/08 00:00:00,,,https://www.who-ha.tw/,https://www.taiwan.net.tw/att/event/1fb82aa1-8c09-4ddf-af75-241af1f73f3a.jpg,2023高雄內門宋江陣開幕式，國寶大師何國昭老師與貴賓開鑼,https://www.taiwan.net.tw/att/event/c7ee4373-1fd0-4e44-ba77-1ac131964321.jpg,全國創意宋江陣頭大賽1,https://www.taiwan.net.tw/att/event/207fe3aa-8458-4d16-8273-f285cae0d95d.jpg,全國創意宋江陣頭大賽2,120.461364,22.941761,01,02,,,,,
C2_315080000H_081082,2023宜蘭綠色博覽會,宜蘭綠色博覽會於民國89年（西元2000年）創辦，初期以綠色生活、生態保育和友善農業作為活動主軸，透過主題概念展覽、戶外教學與遊憩娛樂，傳達對釉綠稻田、蒼鬱林木、山海湖河生態等環境友善觀念，形成一種宜蘭式的綠色悠遊底蘊。經過20多年演變，積累無數對綠色生活的嚮往與實踐，融合文化藝術展演，創造園藝花卉地景，紮根環保生態教育，扶植農漁業產業轉型升級，帶動觀光休閒旅宿人潮與地方繁盛發展，綠博在全國眾多主題節慶活動中獨樹一幟，是宜蘭縣春季著名的大型環境教育旗艦活動。,,宜蘭縣 冬山鄉,冬山河生態綠舟,宜蘭縣,冬山鄉,,宜蘭縣政府,2023/03/31 00:00:00,2023/05/14 00:00:00,,,http://igreen.ilantravel.com.tw/,https://www.taiwan.net.tw/att/event/b2f1cfec-fe92-45c0-8ede-ca192210f954.jpg,宜蘭綠色博覽會年度主題「希望城堡」，向世界召喚更多夢想騎士投入改變環境倡導永續的行動中。,https://www.taiwan.net.tw/att/event/873d75a8-7fb5-4195-babe-77d9ae9201ab.jpg,「喚鯨迴廊」從鯨豚保育的角度出發，探討海洋生態的變化與汙染。,https://www.taiwan.net.tw/att/event/0d79c73a-9518-4fef-ac77-1967b643eefe.jpg,「農業實驗學校」建立友善田間栽培模式，推廣有機友善耕作農法觀念，展區內以蔬菜花卉建構大型可食地景藝術。,121.788280,24.638719,01,02,,,,,
